answerphone
area code
battery
business call
cordless phone
country code
directory enquiries
dialling tone
engaged
ex-directory
extension
interference
fault
message
operator
outside line
personal call
phone
telephone
phone book
telephone directory
phone box
call box
phone card
phone number
telephone number
receiver
switchboard
wrong number
mobile
mobile phone
smartphone
missed call
mobile phone charger
ringtone
signal
text message

