really
oh my god
oh no
oh well
come on
no way
get out
for real
shut up
i see
i mean
that s right
leave me alone
you know
that s crazy
wait a minute
don t worry
calm down
just kidding
no kidding
believe me
how come
never mind
i ll be damned
it s okay
don t mention it
i don t believe it
that sucks
whatever
what a shame

